765,453,4.0,-1
3685,155,2.5,-1
4440,607,4.0,-1
1911,63,4.5,-1
160,278,4.5,-1
4381,2501,2.0,-1
132,680,5.0,-1
3781,1572,4.0,-1
2271,786,1.5,-1
4433,602,3.0,-1
692,664,5.0,-1
688,36657,4.0,-1
1476,161,5.0,-1
5454,122,4.5,-1
2279,393,3.5,-1
2421,603,4.0,-1
4772,8358,3.5,-1
2663,10020,3.0,-1
4273,745,4.0,-1
1026,954,2.0,-1
493,550,1.5,-1
1870,1894,4.5,-1
5207,641,4.0,-1
2067,603,4.0,-1
5566,10020,2.0,-1
5359,1891,5.0,-1
4922,585,3.0,-1
3637,1422,4.0,-1
2513,603,4.0,-1
163,13,2.5,-1
3686,98,4.0,-1
88,280,2.0,-1
3929,9802,3.0,-1
3700,671,3.5,-1
5544,752,3.5,-1
1330,671,5.0,-1
896,1900,3.5,-1
2225,955,1.5,-1
4218,11,3.5,-1
3392,120,3.0,-1
5095,597,4.0,-1
2995,2502,4.5,-1
5225,4327,2.0,-1
396,597,5.0,-1
37,424,5.0,-1
1256,22,4.0,-1
2787,453,5.0,-1
1563,602,3.5,-1
49,607,4.5,-1
5479,3049,4.0,-1
1820,63,5.0,-1
2843,122,4.0,-1
3742,788,2.0,-1
5172,107,4.0,-1
2441,640,5.0,-1
1519,671,3.0,-1
3704,862,2.5,-1
4853,557,4.0,-1
2225,585,3.5,-1
2804,752,5.0,-1
3770,155,5.0,-1
4745,9802,1.5,-1
4855,2024,4.0,-1
4619,24,1.0,-1
3960,629,4.0,-1
3376,329,3.5,-1
2555,85,4.0,-1
2249,1572,3.0,-1
968,603,4.0,-1
5060,197,2.5,-1
1127,134,4.5,-1
5486,9806,4.5,-1
2970,786,3.5,-1
919,671,4.0,-1
793,8467,2.5,-1
4412,114,4.0,-1
1998,161,3.5,-1
3417,1597,2.5,-1
5126,745,4.0,-1
1083,558,2.5,-1
1111,187,3.5,-1
4937,1892,4.0,-1
400,453,5.0,-1
3371,462,3.0,-1
3110,36955,3.5,-1
2196,2024,2.0,-1
3032,581,4.0,-1
4857,809,4.0,-1
2660,604,2.0,-1
5377,278,5.0,-1
2507,786,2.5,-1
5383,680,4.0,-1
125,854,2.5,-1
4080,1900,4.5,-1
887,809,2.0,-1
3878,272,4.0,-1
5248,2024,5.0,-1
852,641,3.0,-1
22,414,2.0,-1
