110,414,4.0,-1
4318,105,3.5,-1
41,671,3.5,-1
3943,153,5.0,-1
2234,5503,3.0,-1
2996,629,5.0,-1
5049,752,3.0,-1
4383,24,3.5,-1
2173,1894,1.0,-1
1279,745,5.0,-1
2173,597,5.0,-1
3000,601,4.5,-1
1410,4327,0.5,-1
1686,641,5.0,-1
4823,954,3.0,-1
5012,8587,4.0,-1
1694,98,3.5,-1
1585,607,4.5,-1
3125,604,4.0,-1
5459,607,3.5,-1
2657,85,3.5,-1
3426,1597,3.0,-1
1119,105,4.0,-1
930,180,3.5,-1
3824,809,1.5,-1
172,603,3.5,-1
5265,862,4.5,-1
4367,8358,3.0,-1
3050,9741,4.0,-1
4009,98,4.0,-1
2543,607,3.0,-1
2510,10020,4.0,-1
1437,955,3.0,-1
467,24,4.0,-1
3281,141,5.0,-1
2616,9331,3.0,-1
5143,557,3.5,-1
4273,453,3.0,-1
924,120,3.5,-1
1833,788,2.5,-1
329,854,4.0,-1
2673,329,3.5,-1
2744,280,3.0,-1
638,14,4.0,-1
2252,680,4.0,-1
3111,2502,4.5,-1
5486,745,5.0,-1
2530,812,3.5,-1
2505,581,4.0,-1
5358,275,1.5,-1
1827,601,4.5,-1
62,453,4.0,-1
965,238,4.0,-1
5158,862,4.0,-1
561,862,3.0,-1
4877,197,5.0,-1
4754,812,2.0,-1
3841,9331,3.0,-1
5250,854,5.0,-1
1287,197,5.0,-1
1350,280,5.0,-1
4024,274,3.5,-1
404,36955,4.0,-1
1530,8587,2.5,-1
1204,238,5.0,-1
1384,1637,1.0,-1
3304,180,4.0,-1
3193,550,4.5,-1
2885,8467,3.5,-1
1778,7443,2.5,-1
4835,280,3.5,-1
714,603,3.5,-1
3910,393,4.5,-1
2388,146,1.0,-1
2593,274,3.5,-1
924,1422,2.5,-1
106,36657,5.0,-1
4912,672,1.0,-1
808,604,5.0,-1
4121,180,0.5,-1
2650,13,4.5,-1
2486,807,4.5,-1
602,120,4.0,-1
4002,462,3.0,-1
1033,807,5.0,-1
3937,3049,2.5,-1
1089,105,4.5,-1
4514,1597,3.0,-1
1607,141,2.0,-1
2862,146,2.5,-1
1164,671,3.0,-1
1545,752,4.5,-1
680,558,2.5,-1
1167,9741,4.5,-1
3312,121,3.5,-1
1786,10020,5.0,-1
381,8467,3.0,-1
5499,9802,5.0,-1
2195,98,4.0,-1
2194,36658,3.0,-1
3338,604,2.5,-1
1584,8467,2.5,-1
1534,2502,3.0,-1
1406,604,3.0,-1
407,1572,4.0,-1
1430,121,4.0,-1
2987,161,4.0,-1
1520,2024,3.0,-1
1650,671,3.5,-1
981,7443,3.5,-1
5170,808,3.0,-1
1302,2502,3.5,-1
3178,603,5.0,-1
4355,550,3.5,-1
3246,107,4.5,-1
881,788,3.0,-1
2566,462,2.5,-1
2103,4327,2.0,-1
238,121,2.5,-1
3684,1572,4.0,-1
48,393,5.0,-1
4845,268,4.0,-1
4972,601,2.5,-1
2442,9806,4.0,-1
879,1637,3.5,-1
