278,280,5.0,-1
3215,24,2.0,-1
3723,954,2.5,-1
1203,664,3.0,-1
643,808,2.5,-1
1494,2024,3.0,-1
5438,14,4.0,-1
2953,954,1.5,-1
2463,238,5.0,-1
4651,13,5.0,-1
4416,10020,4.0,-1
3216,114,3.0,-1
2922,664,3.0,-1
2148,752,3.5,-1
629,954,1.5,-1
3204,603,5.0,-1
713,274,5.0,-1
271,5503,4.0,-1
4172,862,4.0,-1
3602,752,3.5,-1
4003,77,4.5,-1
115,161,4.0,-1
1382,857,4.0,-1
4836,603,5.0,-1
5216,243,1.5,-1
2961,11,4.0,-1
4986,22,4.0,-1
4800,10020,4.0,-1
3271,197,4.5,-1
4878,155,5.0,-1
1178,120,4.5,-1
3683,272,4.0,-1
1865,98,2.5,-1
4028,153,4.0,-1
2661,807,2.5,-1
4777,672,1.5,-1
4668,8587,3.0,-1
1019,9806,5.0,-1
2757,14,3.0,-1
4692,557,5.0,-1
1647,280,3.5,-1
4835,854,4.0,-1
3148,752,5.0,-1
2074,36955,4.0,-1
1707,585,5.0,-1
878,63,4.0,-1
1732,1900,4.0,-1
1977,122,4.0,-1
5444,9741,4.0,-1
4764,274,3.0,-1
3963,280,5.0,-1
3302,1597,2.0,-1
2153,2502,4.0,-1
3656,329,5.0,-1
5091,581,2.0,-1
4486,1900,1.5,-1
1499,1597,3.5,-1
2091,161,5.0,-1
5360,812,3.0,-1
5538,1637,4.0,-1
1749,14,3.0,-1
651,11,5.0,-1
387,1597,3.5,-1
1635,14,4.0,-1
2825,36955,2.0,-1
4068,585,2.0,-1
1494,857,4.5,-1
5556,146,4.0,-1
503,3049,2.0,-1
2520,1891,3.5,-1
2741,9806,2.0,-1
1576,153,4.0,-1
5115,854,3.0,-1
1629,788,3.0,-1
2277,664,3.0,-1
3410,680,3.0,-1
4309,22,2.5,-1
5016,85,5.0,-1
3597,585,4.0,-1
5227,9741,4.0,-1
1887,14,3.5,-1
1870,601,4.5,-1
5373,558,3.0,-1
1965,1892,3.5,-1
158,1900,0.5,-1
189,98,5.0,-1
4033,85,3.5,-1
4663,121,4.0,-1
461,329,5.0,-1
1856,807,3.5,-1
4880,597,3.5,-1
2952,641,2.5,-1
4683,14,2.0,-1
632,238,5.0,-1
913,329,3.0,-1
3163,155,4.0,-1
1383,11,5.0,-1
412,585,4.0,-1
5393,664,4.0,-1
2447,1891,4.0,-1
5411,278,3.5,-1
1391,155,2.5,-1
1666,121,5.0,-1
4863,1572,2.5,-1
4479,9806,2.5,-1
2215,1597,2.0,-1
1282,85,4.0,-1
2715,671,5.0,-1
2208,664,3.0,-1
746,3049,3.0,-1
2307,558,1.0,-1
3409,602,5.0,-1
1870,161,3.5,-1
3913,161,4.5,-1
50,141,3.0,-1
5103,640,3.5,-1
4618,9806,2.0,-1
590,155,4.5,-1
2655,155,5.0,-1
1106,809,1.5,-1
4142,105,2.0,-1
3697,329,4.0,-1
4311,585,5.0,-1
4812,862,3.0,-1
3471,672,3.5,-1
5459,607,3.5,-1
2197,550,4.5,-1
706,14,3.5,-1
3378,7443,2.5,-1
1213,8467,3.0,-1
2996,238,5.0,-1
5555,568,3.5,-1
4148,13,4.0,-1
1196,671,4.0,-1
3068,197,4.0,-1
1339,558,4.0,-1
3878,640,3.0,-1
5521,629,5.0,-1
3077,393,2.0,-1
2640,607,4.0,-1
4187,24,4.5,-1
2768,98,3.0,-1
5160,36955,3.0,-1
2240,155,4.0,-1
4015,954,5.0,-1
5179,550,3.0,-1
4431,585,5.0,-1
3183,862,4.5,-1
2149,1892,5.0,-1
2864,275,4.0,-1
3952,854,3.5,-1
5269,77,3.5,-1
587,581,2.0,-1
4300,98,3.0,-1
3683,85,3.5,-1
4604,453,5.0,-1
1759,24,3.5,-1
4894,9331,2.0,-1
1325,581,3.0,-1
2980,121,5.0,-1
3275,2501,2.0,-1
2754,393,3.0,-1
3495,955,3.5,-1
5544,268,4.0,-1
1085,453,5.0,-1
4574,146,3.0,-1
1629,453,4.0,-1
929,664,1.0,-1
1684,24,4.0,-1
4068,453,2.5,-1
1041,24,0.5,-1
4771,854,3.5,-1
4605,786,2.5,-1
5095,585,5.0,-1
53,9806,4.5,-1
3458,601,4.0,-1
149,808,0.5,-1
1005,24,3.0,-1
5141,9331,5.0,-1
2388,141,5.0,-1
5483,603,0.5,-1
805,155,4.0,-1
2031,2501,3.5,-1
2155,8467,4.0,-1
2712,854,5.0,-1
4322,1637,4.0,-1
737,607,3.0,-1
4493,9741,3.0,-1
4693,38,2.5,-1
950,9806,3.5,-1
894,105,5.0,-1
38,274,3.0,-1
2416,453,4.5,-1
1199,274,5.0,-1
2968,280,4.5,-1
2666,745,2.5,-1
5467,809,3.0,-1
3968,8358,4.0,-1
557,1422,4.5,-1
4772,1572,3.5,-1
5486,607,5.0,-1
1215,3049,4.0,-1
2503,11,4.0,-1
1985,601,4.0,-1
1346,558,2.0,-1
5524,671,3.0,-1
1111,1637,3.0,-1
606,568,2.0,-1
797,268,2.5,-1
4583,329,3.5,-1
2029,329,4.0,-1
4461,105,5.0,-1
712,268,3.0,-1
2425,12,3.5,-1
4047,809,2.5,-1
3109,24,4.0,-1
818,2502,3.5,-1
2928,13,4.5,-1
4926,9806,3.0,-1
4882,641,4.0,-1
1744,1637,5.0,-1
1915,1422,4.5,-1
4405,550,2.0,-1
5442,9331,2.5,-1
246,161,3.5,-1
2459,197,4.5,-1
2941,568,5.0,-1
1428,197,5.0,-1
1996,788,2.0,-1
2986,161,3.0,-1
1850,809,3.0,-1
2163,98,4.5,-1
665,550,4.5,-1
1970,557,3.5,-1
4072,280,3.0,-1
4583,24,4.0,-1
2287,1597,3.0,-1
311,274,4.5,-1
1637,329,5.0,-1
4610,12,5.0,-1
1989,275,5.0,-1
3657,629,3.0,-1
911,161,5.0,-1
3120,1597,3.5,-1
447,581,4.0,-1
4279,393,3.5,-1
765,238,4.0,-1
5234,63,4.0,-1
1491,462,3.5,-1
5196,671,3.0,-1
4872,238,5.0,-1
4172,161,3.5,-1
2945,1572,3.0,-1
3496,14,0.5,-1
2264,9802,2.5,-1
1177,808,2.5,-1
4825,854,2.5,-1
3179,857,4.0,-1
4242,38,5.0,-1
4269,597,4.0,-1
4221,954,4.5,-1
2790,1572,3.0,-1
2427,414,2.0,-1
923,585,4.5,-1
4703,607,4.0,-1
5316,604,2.5,-1
5548,1422,2.0,-1
4046,597,2.5,-1
4140,14,4.0,-1
1793,272,5.0,-1
1760,63,4.0,-1
5012,453,3.0,-1
1991,120,2.0,-1
2445,141,5.0,-1
1333,24,3.5,-1
54,857,5.0,-1
1167,807,2.5,-1
1220,1891,5.0,-1
656,24,3.5,-1
2985,268,4.0,-1
5386,557,3.5,-1
455,854,3.5,-1
3625,2502,4.5,-1
4566,558,4.0,-1
3471,120,5.0,-1
5237,393,4.5,-1
1601,680,5.0,-1
904,13,3.0,-1
4087,2501,3.0,-1
4132,11,3.0,-1
4105,122,4.0,-1
503,1637,5.0,-1
3630,2502,3.5,-1
3581,180,4.5,-1
235,153,5.0,-1
4416,134,4.5,-1
2958,640,4.0,-1
5225,268,4.0,-1
130,424,1.5,-1
1428,672,3.5,-1
2858,2502,4.0,-1
1644,1572,3.0,-1
5401,11,4.0,-1
2932,187,5.0,-1
3904,329,2.5,-1
4685,77,3.5,-1
5500,272,5.0,-1
5273,857,4.5,-1
4905,745,2.0,-1
4587,11,5.0,-1
2054,1597,4.0,-1
3056,146,3.5,-1
57,640,3.5,-1
1795,641,4.5,-1
520,9741,4.0,-1
208,12,5.0,-1
2956,424,5.0,-1
5106,1422,2.5,-1
1675,1572,3.5,-1
4968,954,5.0,-1
2745,98,4.5,-1
4668,10020,1.5,-1
2679,98,3.5,-1
3391,13,3.5,-1
5024,1422,5.0,-1
3475,955,4.0,-1
4273,597,2.0,-1
4499,77,5.0,-1
1605,550,4.0,-1
5436,788,3.5,-1
718,604,5.0,-1
3409,603,5.0,-1
1262,641,3.5,-1
2718,807,3.0,-1
4297,854,5.0,-1
602,22,2.5,-1
100,85,4.0,-1
3184,12,5.0,-1
3291,36658,4.0,-1
3856,672,4.0,-1
84,550,4.5,-1
1031,3049,2.5,-1
1596,121,5.0,-1
3957,194,4.0,-1
323,2501,3.5,-1
654,808,3.5,-1
4014,141,3.5,-1
1677,680,4.0,-1
3350,955,4.0,-1
1214,153,5.0,-1
2918,36657,5.0,-1
585,788,2.0,-1
2800,180,4.0,-1
3361,197,3.0,-1
2544,854,5.0,-1
1182,278,4.5,-1
2878,1891,4.5,-1
4577,557,3.0,-1
3392,1572,4.0,-1
606,274,2.5,-1
5032,581,4.0,-1
1296,602,4.0,-1
2391,954,3.5,-1
4418,602,3.0,-1
456,120,3.0,-1
54,808,1.0,-1
1815,77,5.0,-1
3201,13,4.0,-1
3937,238,5.0,-1
4348,955,5.0,-1
1220,857,5.0,-1
4791,752,2.0,-1
5173,862,5.0,-1
62,8587,4.5,-1
3832,153,2.0,-1
785,1891,4.0,-1
2682,414,1.5,-1
4824,4327,0.5,-1
222,9806,1.5,-1
493,808,3.0,-1
5334,857,5.0,-1
3965,77,3.5,-1
308,602,3.0,-1
2369,954,3.5,-1
3261,120,2.0,-1
4385,38,4.0,-1
1052,2024,2.0,-1
3339,153,4.0,-1
1866,105,5.0,-1
4218,121,4.0,-1
5522,77,5.0,-1
1916,180,4.5,-1
3484,122,4.5,-1
4603,329,4.0,-1
3261,607,4.5,-1
4795,180,3.5,-1
5018,671,5.0,-1
183,272,5.0,-1
4390,2502,4.0,-1
2559,187,4.0,-1
20,640,4.0,-1
4739,24,2.5,-1
3299,786,5.0,-1
